Date	Hour	Price
02.04.2018	H17	17.50
02.04.2018	H18	22.37
02.04.2018	H19	31.00
02.04.2018	H20	35.50
02.04.2018	H21	37.79
02.04.2018	H22	34.00
02.04.2018	H23	28.15
02.04.2018	H24	20.67
03.04.2018	H1	14.42
03.04.2018	H2	14.64
03.04.2018	H3	14.87
03.04.2018	H4	14.83
03.04.2018	H5	14.39
03.04.2018	H6	27.95
03.04.2018	H7	41.55
03.04.2018	H8	61.41
03.04.2018	H9	61.41
03.04.2018	H10	58.80
03.04.2018	H11	51.96
03.04.2018	H12	51.31
03.04.2018	H13	50.04
03.04.2018	H14	43.75
03.04.2018	H15	40.36
03.04.2018	H16	40.15
03.04.2018	H17	40.00
03.04.2018	H18	41.29
03.04.2018	H19	41.96
03.04.2018	H20	51.22
03.04.2018	H21	57.10
03.04.2018	H22	47.70
03.04.2018	H23	41.60
03.04.2018	H24	31.20
04.04.2018	H1	27.14
04.04.2018	H2	24.58
04.04.2018	H3	21.74
04.04.2018	H4	20.10
04.04.2018	H5	24.30
04.04.2018	H6	30.36
04.04.2018	H7	44.95
04.04.2018	H8	53.65
04.04.2018	H9	56.57
04.04.2018	H10	52.31
04.04.2018	H11	45.72
04.04.2018	H12	44.26
04.04.2018	H13	39.99
04.04.2018	H14	37.17
04.04.2018	H15	36.90
04.04.2018	H16	35.71
04.04.2018	H17	34.85
04.04.2018	H18	37.00
04.04.2018	H19	40.39
04.04.2018	H20	45.39
04.04.2018	H21	45.85
04.04.2018	H22	40.45
04.04.2018	H23	36.13
04.04.2018	H24	27.55
05.04.2018	H1	27.30
05.04.2018	H2	23.80
05.04.2018	H3	19.60
05.04.2018	H4	15.36
05.04.2018	H5	16.73
05.04.2018	H6	25.09
05.04.2018	H7	36.57
05.04.2018	H8	42.57
05.04.2018	H9	41.76
05.04.2018	H10	37.00
05.04.2018	H11	30.97
05.04.2018	H12	29.65
05.04.2018	H13	28.51
05.04.2018	H14	28.51
05.04.2018	H15	28.01
05.04.2018	H16	28.07
05.04.2018	H17	28.40
05.04.2018	H18	28.32
05.04.2018	H19	33.45
05.04.2018	H20	41.18
05.04.2018	H21	45.96
05.04.2018	H22	39.95
05.04.2018	H23	37.29
05.04.2018	H24	30.01
06.04.2018	H1	32.05
06.04.2018	H2	30.95
06.04.2018	H3	30.51
06.04.2018	H4	28.75
06.04.2018	H5	31.09
06.04.2018	H6	36.01
06.04.2018	H7	45.80
06.04.2018	H8	55.00
06.04.2018	H9	55.93
06.04.2018	H10	47.80
06.04.2018	H11	41.70
06.04.2018	H12	37.71
06.04.2018	H13	31.36
06.04.2018	H14	29.00
06.04.2018	H15	27.60
06.04.2018	H16	27.02
06.04.2018	H17	28.64
06.04.2018	H18	33.80
06.04.2018	H19	39.20
06.04.2018	H20	41.91
06.04.2018	H21	40.01
06.04.2018	H22	34.00
06.04.2018	H23	31.52
06.04.2018	H24	25.00
07.04.2018	H1	16.01
07.04.2018	H2	12.51
07.04.2018	H3	10.00
07.04.2018	H4	9.50
07.04.2018	H5	9.00
07.04.2018	H6	10.44
07.04.2018	H7	12.99
07.04.2018	H8	16.23
07.04.2018	H9	19.60
07.04.2018	H10	17.80
07.04.2018	H11	10.00
07.04.2018	H12	5.72
07.04.2018	H13	0.51
07.04.2018	H14	0.05
07.04.2018	H15	0.01
07.04.2018	H16	0.90
07.04.2018	H17	6.10
07.04.2018	H18	21.94
07.04.2018	H19	32.56
07.04.2018	H20	37.12
07.04.2018	H21	35.38
07.04.2018	H22	31.65
07.04.2018	H23	28.63
07.04.2018	H24	23.97
08.04.2018	H1	23.32
08.04.2018	H2	20.00
08.04.2018	H3	17.67
08.04.2018	H4	16.90
08.04.2018	H5	17.00
08.04.2018	H6	18.38
08.04.2018	H7	19.60
08.04.2018	H8	22.14
08.04.2018	H9	24.86
08.04.2018	H10	24.21
08.04.2018	H11	20.00
08.04.2018	H12	20.00
08.04.2018	H13	17.17
08.04.2018	H14	11.84
08.04.2018	H15	7.53
08.04.2018	H16	9.95
08.04.2018	H17	13.84
08.04.2018	H18	21.35
08.04.2018	H19	31.60
08.04.2018	H20	41.57
08.04.2018	H21	43.22
08.04.2018	H22	40.90
08.04.2018	H23	40.50
08.04.2018	H24	35.50
09.04.2018	H1	30.06
09.04.2018	H2	4.99
09.04.2018	H3	4.99
09.04.2018	H4	14.21
09.04.2018	H5	20.06
09.04.2018	H6	32.99
09.04.2018	H7	46.94
09.04.2018	H8	55.14
09.04.2018	H9	56.96
09.04.2018	H10	50.45
09.04.2018	H11	43.75
09.04.2018	H12	41.03
09.04.2018	H13	38.24
09.04.2018	H14	36.38
09.04.2018	H15	35.04
09.04.2018	H16	35.63
09.04.2018	H17	36.94
09.04.2018	H18	41.25
09.04.2018	H19	45.26
09.04.2018	H20	49.00
09.04.2018	H21	51.07
09.04.2018	H22	46.33
09.04.2018	H23	41.36
09.04.2018	H24	33.52
10.04.2018	H1	31.76
10.04.2018	H2	28.89
10.04.2018	H3	27.30
10.04.2018	H4	25.00
10.04.2018	H5	26.00
10.04.2018	H6	32.00
10.04.2018	H7	42.00
10.04.2018	H8	48.70
10.04.2018	H9	49.00
10.04.2018	H10	44.34
10.04.2018	H11	41.15
10.04.2018	H12	39.42
10.04.2018	H13	36.71
10.04.2018	H14	36.91
10.04.2018	H15	34.05
10.04.2018	H16	35.49
10.04.2018	H17	36.00
10.04.2018	H18	37.95
10.04.2018	H19	40.70
10.04.2018	H20	45.01
10.04.2018	H21	46.98
10.04.2018	H22	38.42
10.04.2018	H23	35.10
10.04.2018	H24	28.34
11.04.2018	H1	25.14
11.04.2018	H2	24.01
11.04.2018	H3	22.42
11.04.2018	H4	21.70
11.04.2018	H5	23.42
11.04.2018	H6	28.46
11.04.2018	H7	39.83
11.04.2018	H8	44.80
11.04.2018	H9	44.92
11.04.2018	H10	41.35
11.04.2018	H11	39.71
11.04.2018	H12	38.25
11.04.2018	H13	35.25
11.04.2018	H14	34.32
11.04.2018	H15	31.88
11.04.2018	H16	32.80
11.04.2018	H17	33.20
11.04.2018	H18	37.50
11.04.2018	H19	40.40
11.04.2018	H20	44.26
11.04.2018	H21	45.54
11.04.2018	H22	39.35
11.04.2018	H23	33.23
11.04.2018	H24	28.00
12.04.2018	H1	24.70
12.04.2018	H2	22.04
12.04.2018	H3	20.20
12.04.2018	H4	19.11
12.04.2018	H5	20.25
12.04.2018	H6	25.63
12.04.2018	H7	36.50
12.04.2018	H8	41.78
12.04.2018	H9	40.12
12.04.2018	H10	36.66
12.04.2018	H11	29.83
12.04.2018	H12	27.30
12.04.2018	H13	25.00
12.04.2018	H14	24.00
12.04.2018	H15	24.50
12.04.2018	H16	24.50
12.04.2018	H17	25.00
12.04.2018	H18	30.81
12.04.2018	H19	36.05
12.04.2018	H20	40.12
12.04.2018	H21	41.63
12.04.2018	H22	34.95
12.04.2018	H23	29.92
12.04.2018	H24	25.00
13.04.2018	H1	24.84
13.04.2018	H2	23.90
13.04.2018	H3	22.52
13.04.2018	H4	22.24
13.04.2018	H5	24.76
13.04.2018	H6	30.65
13.04.2018	H7	42.56
13.04.2018	H8	48.20
13.04.2018	H9	50.50
13.04.2018	H10	47.00
13.04.2018	H11	45.50
13.04.2018	H12	43.85
13.04.2018	H13	41.00
13.04.2018	H14	38.53
13.04.2018	H15	37.51
13.04.2018	H16	37.62
13.04.2018	H17	37.32
13.04.2018	H18	39.70
13.04.2018	H19	43.57
13.04.2018	H20	45.92
13.04.2018	H21	47.03
13.04.2018	H22	43.47
13.04.2018	H23	40.94
13.04.2018	H24	35.00
14.04.2018	H1	33.43
14.04.2018	H2	31.50
14.04.2018	H3	29.15
14.04.2018	H4	27.98
14.04.2018	H5	28.47
14.04.2018	H6	30.03
14.04.2018	H7	32.12
14.04.2018	H8	36.08
14.04.2018	H9	36.65
14.04.2018	H10	35.11
14.04.2018	H11	30.58
14.04.2018	H12	28.00
14.04.2018	H13	26.15
14.04.2018	H14	23.50
14.04.2018	H15	22.12
14.04.2018	H16	23.26
14.04.2018	H17	25.86
14.04.2018	H18	31.54
14.04.2018	H19	38.99
14.04.2018	H20	43.50
14.04.2018	H21	46.29
14.04.2018	H22	43.88
14.04.2018	H23	42.50
14.04.2018	H24	39.00
15.04.2018	H1	32.73
15.04.2018	H2	29.69
15.04.2018	H3	27.30
15.04.2018	H4	25.87
15.04.2018	H5	25.57
15.04.2018	H6	25.95
15.04.2018	H7	26.31
15.04.2018	H8	27.69
15.04.2018	H9	28.63
15.04.2018	H10	30.37
15.04.2018	H11	29.36
15.04.2018	H12	29.01
15.04.2018	H13	27.54
15.04.2018	H14	25.00
15.04.2018	H15	21.32
15.04.2018	H16	22.78
15.04.2018	H17	24.44
15.04.2018	H18	26.17
15.04.2018	H19	34.08
15.04.2018	H20	39.29
15.04.2018	H21	40.99
15.04.2018	H22	40.10
15.04.2018	H23	39.58
15.04.2018	H24	36.13
16.04.2018	H1	35.75
16.04.2018	H2	30.84
16.04.2018	H3	29.17
16.04.2018	H4	26.27
16.04.2018	H5	29.60
16.04.2018	H6	36.66
16.04.2018	H7	48.72
16.04.2018	H8	57.20
16.04.2018	H9	61.29
16.04.2018	H10	57.88
16.04.2018	H11	53.60
16.04.2018	H12	52.70
16.04.2018	H13	49.58
16.04.2018	H14	48.97
16.04.2018	H15	47.12
16.04.2018	H16	45.98
16.04.2018	H17	45.53
16.04.2018	H18	46.64
16.04.2018	H19	49.60
16.04.2018	H20	52.84
16.04.2018	H21	56.00
16.04.2018	H22	49.45
16.04.2018	H23	45.00
16.04.2018	H24	39.33
17.04.2018	H1	40.17
17.04.2018	H2	38.36
17.04.2018	H3	36.70
17.04.2018	H4	34.41
17.04.2018	H5	35.50
17.04.2018	H6	39.80
17.04.2018	H7	48.20
17.04.2018	H8	54.30
17.04.2018	H9	58.70
17.04.2018	H10	51.80
17.04.2018	H11	46.13
17.04.2018	H12	43.45
17.04.2018	H13	41.05
17.04.2018	H14	39.69
17.04.2018	H15	38.70
17.04.2018	H16	39.10
17.04.2018	H17	40.40
17.04.2018	H18	45.50
17.04.2018	H19	49.20
17.04.2018	H20	54.46
17.04.2018	H21	55.57
17.04.2018	H22	50.03
17.04.2018	H23	45.00
17.04.2018	H24	40.50
18.04.2018	H1	35.39
18.04.2018	H2	33.82
18.04.2018	H3	32.75
18.04.2018	H4	32.04
18.04.2018	H5	32.99
18.04.2018	H6	34.85
18.04.2018	H7	44.10
18.04.2018	H8	53.00
18.04.2018	H9	53.00
18.04.2018	H10	46.90
18.04.2018	H11	43.14
18.04.2018	H12	40.50
18.04.2018	H13	38.88
18.04.2018	H14	36.30
18.04.2018	H15	35.91
18.04.2018	H16	35.74
18.04.2018	H17	36.12
18.04.2018	H18	41.00
18.04.2018	H19	46.55
18.04.2018	H20	52.21
18.04.2018	H21	53.10
18.04.2018	H22	49.20
18.04.2018	H23	43.00
18.04.2018	H24	36.61
19.04.2018	H1	33.21
19.04.2018	H2	32.00
19.04.2018	H3	30.70
19.04.2018	H4	29.44
19.04.2018	H5	29.91
19.04.2018	H6	33.98
19.04.2018	H7	43.45
19.04.2018	H8	50.56
19.04.2018	H9	50.35
19.04.2018	H10	43.91
19.04.2018	H11	41.13
19.04.2018	H12	39.84
19.04.2018	H13	36.73
19.04.2018	H14	35.76
19.04.2018	H15	34.71
19.04.2018	H16	35.11
19.04.2018	H17	36.20
19.04.2018	H18	40.00
19.04.2018	H19	45.70
19.04.2018	H20	50.49
19.04.2018	H21	51.26
19.04.2018	H22	46.09
19.04.2018	H23	39.70
19.04.2018	H24	33.25
20.04.2018	H1	32.00
20.04.2018	H2	29.56
20.04.2018	H3	27.21
20.04.2018	H4	26.38
20.04.2018	H5	29.16
20.04.2018	H6	33.25
20.04.2018	H7	42.65
20.04.2018	H8	48.52
20.04.2018	H9	48.66
20.04.2018	H10	44.60
20.04.2018	H11	41.98
20.04.2018	H12	39.40
20.04.2018	H13	35.40
20.04.2018	H14	33.30
20.04.2018	H15	32.50
20.04.2018	H16	32.50
20.04.2018	H17	33.78
20.04.2018	H18	37.63
20.04.2018	H19	43.38
20.04.2018	H20	48.30
20.04.2018	H21	50.90
20.04.2018	H22	47.07
20.04.2018	H23	41.57
20.04.2018	H24	36.00
21.04.2018	H1	31.55
21.04.2018	H2	28.08
21.04.2018	H3	27.42
21.04.2018	H4	26.58
21.04.2018	H5	26.36
21.04.2018	H6	27.35
21.04.2018	H7	30.10
21.04.2018	H8	32.40
21.04.2018	H9	33.28
21.04.2018	H10	33.83
21.04.2018	H11	31.14
21.04.2018	H12	29.05
21.04.2018	H13	27.48
21.04.2018	H14	24.48
21.04.2018	H15	22.07
21.04.2018	H16	24.00
21.04.2018	H17	25.14
21.04.2018	H18	29.56
21.04.2018	H19	36.22
21.04.2018	H20	40.72
21.04.2018	H21	43.63
21.04.2018	H22	39.85
21.04.2018	H23	37.00
21.04.2018	H24	32.30
22.04.2018	H1	26.47
22.04.2018	H2	21.37
22.04.2018	H3	16.18
22.04.2018	H4	15.48
22.04.2018	H5	15.97
22.04.2018	H6	16.60
22.04.2018	H7	16.69
22.04.2018	H8	17.39
22.04.2018	H9	17.50
22.04.2018	H10	16.96
22.04.2018	H11	15.52
22.04.2018	H12	15.00
22.04.2018	H13	14.80
22.04.2018	H14	10.28
22.04.2018	H15	8.50
22.04.2018	H16	9.31
22.04.2018	H17	11.88
22.04.2018	H18	15.68
22.04.2018	H19	26.90
22.04.2018	H20	33.47
22.04.2018	H21	37.69
22.04.2018	H22	32.29
22.04.2018	H23	30.00
22.04.2018	H24	26.14
23.04.2018	H1	22.72
23.04.2018	H2	20.74
23.04.2018	H3	18.75
23.04.2018	H4	16.81
23.04.2018	H5	18.50
23.04.2018	H6	26.10
23.04.2018	H7	39.64
23.04.2018	H8	46.50
23.04.2018	H9	49.14
23.04.2018	H10	43.10
23.04.2018	H11	39.33
23.04.2018	H12	37.37
23.04.2018	H13	36.05
23.04.2018	H14	35.13
23.04.2018	H15	31.99
23.04.2018	H16	31.57
23.04.2018	H17	32.40
23.04.2018	H18	35.50
23.04.2018	H19	38.69
23.04.2018	H20	43.00
23.04.2018	H21	49.14
23.04.2018	H22	40.74
23.04.2018	H23	35.02
23.04.2018	H24	28.45
24.04.2018	H1	29.24
24.04.2018	H2	26.45
24.04.2018	H3	23.34
24.04.2018	H4	22.04
24.04.2018	H5	22.50
24.04.2018	H6	26.83
24.04.2018	H7	38.76
24.04.2018	H8	44.75
24.04.2018	H9	43.03
24.04.2018	H10	38.85
24.04.2018	H11	34.37
24.04.2018	H12	32.50
24.04.2018	H13	30.00
24.04.2018	H14	27.97
24.04.2018	H15	28.00
24.04.2018	H16	29.76
24.04.2018	H17	30.46
24.04.2018	H18	34.00
24.04.2018	H19	39.99
24.04.2018	H20	45.44
24.04.2018	H21	51.02
24.04.2018	H22	46.83
24.04.2018	H23	43.60
24.04.2018	H24	37.17
25.04.2018	H1	29.54
25.04.2018	H2	27.80
25.04.2018	H3	25.18
25.04.2018	H4	22.21
25.04.2018	H5	20.46
25.04.2018	H6	23.50
25.04.2018	H7	28.93
25.04.2018	H8	33.57
25.04.2018	H9	34.93
25.04.2018	H10	32.00
25.04.2018	H11	27.89
25.04.2018	H12	25.56
25.04.2018	H13	25.00
25.04.2018	H14	24.50
25.04.2018	H15	23.99
25.04.2018	H16	24.50
25.04.2018	H17	24.00
25.04.2018	H18	30.00
25.04.2018	H19	33.99
25.04.2018	H20	39.59
25.04.2018	H21	43.00
25.04.2018	H22	39.04
25.04.2018	H23	36.40
25.04.2018	H24	31.46
26.04.2018	H1	24.71
26.04.2018	H2	21.50
26.04.2018	H3	17.93
26.04.2018	H4	18.23
26.04.2018	H5	20.36
26.04.2018	H6	25.22
26.04.2018	H7	36.93
26.04.2018	H8	42.79
26.04.2018	H9	42.89
26.04.2018	H10	39.64
26.04.2018	H11	34.90
26.04.2018	H12	36.12
26.04.2018	H13	40.67
26.04.2018	H14	36.12
26.04.2018	H15	30.93
26.04.2018	H16	28.50
26.04.2018	H17	27.99
26.04.2018	H18	30.93
26.04.2018	H19	37.60
26.04.2018	H20	42.95
26.04.2018	H21	44.61
26.04.2018	H22	42.40
26.04.2018	H23	40.06
26.04.2018	H24	34.30
27.04.2018	H1	30.53
27.04.2018	H2	28.25
27.04.2018	H3	27.90
27.04.2018	H4	26.96
27.04.2018	H5	29.06
27.04.2018	H6	32.06
27.04.2018	H7	41.14
27.04.2018	H8	47.76
27.04.2018	H9	51.94
27.04.2018	H10	46.91
27.04.2018	H11	43.00
27.04.2018	H12	40.61
27.04.2018	H13	36.40
27.04.2018	H14	34.30
27.04.2018	H15	33.01
27.04.2018	H16	33.49
27.04.2018	H17	35.30
27.04.2018	H18	39.60
27.04.2018	H19	44.83
27.04.2018	H20	48.00
27.04.2018	H21	47.81
27.04.2018	H22	43.39
27.04.2018	H23	39.00
27.04.2018	H24	32.60
28.04.2018	H1	29.54
28.04.2018	H2	26.50
28.04.2018	H3	23.90
28.04.2018	H4	24.60
28.04.2018	H5	24.52
28.04.2018	H6	24.01
28.04.2018	H7	25.83
28.04.2018	H8	28.60
28.04.2018	H9	31.61
28.04.2018	H10	29.61
28.04.2018	H11	27.16
28.04.2018	H12	24.59
28.04.2018	H13	24.01
28.04.2018	H14	22.00
28.04.2018	H15	19.97
28.04.2018	H16	22.20
28.04.2018	H17	24.50
28.04.2018	H18	28.01
28.04.2018	H19	36.30
28.04.2018	H20	39.66
28.04.2018	H21	42.20
28.04.2018	H22	40.93
28.04.2018	H23	37.25
28.04.2018	H24	34.07
29.04.2018	H1	27.61
29.04.2018	H2	22.72
29.04.2018	H3	21.38
29.04.2018	H4	19.97
29.04.2018	H5	19.55
29.04.2018	H6	18.50
29.04.2018	H7	19.20
29.04.2018	H8	22.14
29.04.2018	H9	22.77
29.04.2018	H10	22.00
29.04.2018	H11	19.84
29.04.2018	H12	18.71
29.04.2018	H13	16.84
29.04.2018	H14	9.95
29.04.2018	H15	7.00
29.04.2018	H16	7.22
29.04.2018	H17	10.63
29.04.2018	H18	15.18
29.04.2018	H19	20.89
29.04.2018	H20	26.02
29.04.2018	H21	29.50
29.04.2018	H22	23.93
29.04.2018	H23	21.27
29.04.2018	H24	14.43
30.04.2018	H1	6.46
30.04.2018	H2	3.10
30.04.2018	H3	3.02
30.04.2018	H4	2.10
30.04.2018	H5	2.90
30.04.2018	H6	4.60
30.04.2018	H7	18.13
30.04.2018	H8	27.04
30.04.2018	H9	29.00
30.04.2018	H10	26.55
30.04.2018	H11	22.00
30.04.2018	H12	20.32
30.04.2018	H13	16.02
30.04.2018	H14	13.52
30.04.2018	H15	11.43
30.04.2018	H16	14.00
30.04.2018	H17	18.00
30.04.2018	H18	23.60
30.04.2018	H19	31.03
30.04.2018	H20	35.12
30.04.2018	H21	47.19
30.04.2018	H22	36.00
30.04.2018	H23	32.64
30.04.2018	H24	22.40
01.05.2018	H1	0.02
01.05.2018	H2	0.08
01.05.2018	H3	0.06
01.05.2018	H4	0.06
01.05.2018	H5	0.06
01.05.2018	H6	0.06
01.05.2018	H7	0.05
01.05.2018	H8	2.15
01.05.2018	H9	1.02
01.05.2018	H10	1.05
01.05.2018	H11	1.05
01.05.2018	H12	1.04
01.05.2018	H13	0.21
01.05.2018	H14	0.10
01.05.2018	H15	0.09
01.05.2018	H16	0.10
01.05.2018	H17	0.25
01.05.2018	H18	2.15
01.05.2018	H19	14.00
01.05.2018	H20	24.68
01.05.2018	H21	42.79
01.05.2018	H22	32.77
01.05.2018	H23	30.01
01.05.2018	H24	24.73
02.05.2018	H1	29.56
02.05.2018	H2	26.50
02.05.2018	H3	26.46
02.05.2018	H4	25.80
02.05.2018	H5	27.00
02.05.2018	H6	29.61
02.05.2018	H7	42.40
02.05.2018	H8	50.00
02.05.2018	H9	51.50
02.05.2018	H10	48.00
02.05.2018	H11	44.43
02.05.2018	H12	44.60
02.05.2018	H13	42.82
02.05.2018	H14	41.05
02.05.2018	H15	40.12
02.05.2018	H16	40.13
02.05.2018	H17	40.15
02.05.2018	H18	42.15
02.05.2018	H19	47.00
02.05.2018	H20	51.67
02.05.2018	H21	56.06
02.05.2018	H22	49.35
02.05.2018	H23	42.05
02.05.2018	H24	37.99
03.05.2018	H1	35.18
03.05.2018	H2	32.99
03.05.2018	H3	31.91
03.05.2018	H4	31.27
03.05.2018	H5	31.88
03.05.2018	H6	34.82
03.05.2018	H7	45.28
03.05.2018	H8	52.71
03.05.2018	H9	54.81
03.05.2018	H10	51.30
03.05.2018	H11	48.99
03.05.2018	H12	50.02
03.05.2018	H13	47.07
03.05.2018	H14	45.34
03.05.2018	H15	45.11
03.05.2018	H16	45.05
03.05.2018	H17	46.00
03.05.2018	H18	43.92
03.05.2018	H19	46.00
03.05.2018	H20	49.72
03.05.2018	H21	60.10
03.05.2018	H22	46.77
03.05.2018	H23	43.00
03.05.2018	H24	36.00
04.05.2018	H1	34.50
04.05.2018	H2	32.06
04.05.2018	H3	32.20
04.05.2018	H4	31.91
04.05.2018	H5	32.80
04.05.2018	H6	34.80
04.05.2018	H7	46.70
04.05.2018	H8	51.88
04.05.2018	H9	53.59
04.05.2018	H10	48.40
04.05.2018	H11	43.74
04.05.2018	H12	42.78
04.05.2018	H13	44.82
04.05.2018	H14	43.74
04.05.2018	H15	42.78
04.05.2018	H16	42.78
04.05.2018	H17	37.98
04.05.2018	H18	39.97
04.05.2018	H19	44.24
04.05.2018	H20	47.77
04.05.2018	H21	63.51
04.05.2018	H22	45.50
04.05.2018	H23	40.41
04.05.2018	H24	34.69
05.05.2018	H1	33.86
05.05.2018	H2	30.00
05.05.2018	H3	29.30
05.05.2018	H4	28.45
05.05.2018	H5	28.09
05.05.2018	H6	28.73
05.05.2018	H7	33.05
05.05.2018	H8	42.79
05.05.2018	H9	42.79
05.05.2018	H10	44.19
05.05.2018	H11	42.79
05.05.2018	H12	49.70
05.05.2018	H13	42.84
05.05.2018	H14	37.69
05.05.2018	H15	36.04
05.05.2018	H16	36.04
05.05.2018	H17	39.03
05.05.2018	H18	39.06
05.05.2018	H19	40.11
05.05.2018	H20	46.98
05.05.2018	H21	57.27
05.05.2018	H22	49.12
05.05.2018	H23	34.11
05.05.2018	H24	27.81
06.05.2018	H1	25.54
06.05.2018	H2	20.00
06.05.2018	H3	18.18
06.05.2018	H4	17.31
06.05.2018	H5	16.00
06.05.2018	H6	14.92
06.05.2018	H7	17.80
06.05.2018	H8	20.56
06.05.2018	H9	20.46
06.05.2018	H10	21.10
06.05.2018	H11	24.73
06.05.2018	H12	26.08
06.05.2018	H13	26.04
06.05.2018	H14	18.01
06.05.2018	H15	18.00
06.05.2018	H16	18.07
06.05.2018	H17	16.08
06.05.2018	H18	18.57
06.05.2018	H19	26.82
06.05.2018	H20	30.82
06.05.2018	H21	38.22
06.05.2018	H22	32.01
06.05.2018	H23	29.87
06.05.2018	H24	23.97
07.05.2018	H1	21.71
07.05.2018	H2	20.20
07.05.2018	H3	20.96
07.05.2018	H4	20.56
07.05.2018	H5	23.65
07.05.2018	H6	27.67
07.05.2018	H7	40.20
07.05.2018	H8	44.56
07.05.2018	H9	44.00
07.05.2018	H10	40.34
07.05.2018	H11	36.41
07.05.2018	H12	35.06
07.05.2018	H13	32.80
07.05.2018	H14	31.88
07.05.2018	H15	31.80
07.05.2018	H16	31.52
07.05.2018	H17	35.82
07.05.2018	H18	39.18
07.05.2018	H19	43.10
07.05.2018	H20	43.58
07.05.2018	H21	49.00
07.05.2018	H22	43.00
07.05.2018	H23	36.76
07.05.2018	H24	28.60
08.05.2018	H1	22.66
08.05.2018	H2	20.33
08.05.2018	H3	20.10
08.05.2018	H4	19.20
08.05.2018	H5	20.03
08.05.2018	H6	24.29
08.05.2018	H7	34.69
08.05.2018	H8	39.30
08.05.2018	H9	37.58
08.05.2018	H10	36.08
08.05.2018	H11	32.48
08.05.2018	H12	30.38
08.05.2018	H13	40.22
08.05.2018	H14	40.31
08.05.2018	H15	42.84
08.05.2018	H16	44.78
08.05.2018	H17	34.60
08.05.2018	H18	35.39
08.05.2018	H19	39.91
08.05.2018	H20	46.88
08.05.2018	H21	65.07
08.05.2018	H22	43.54
08.05.2018	H23	35.03
08.05.2018	H24	29.01
09.05.2018	H1	22.52
09.05.2018	H2	21.43
09.05.2018	H3	20.63
09.05.2018	H4	21.10
09.05.2018	H5	21.42
09.05.2018	H6	26.10
09.05.2018	H7	40.50
09.05.2018	H8	48.26
09.05.2018	H9	56.08
09.05.2018	H10	56.27
09.05.2018	H11	51.79
09.05.2018	H12	49.26
09.05.2018	H13	44.25
09.05.2018	H14	42.49
09.05.2018	H15	39.60
09.05.2018	H16	38.51
09.05.2018	H17	37.32
09.05.2018	H18	40.06
09.05.2018	H19	44.80
09.05.2018	H20	47.40
09.05.2018	H21	55.11
09.05.2018	H22	42.18
09.05.2018	H23	37.74
09.05.2018	H24	31.36
10.05.2018	H1	24.79
10.05.2018	H2	22.50
10.05.2018	H3	21.04
10.05.2018	H4	19.23
10.05.2018	H5	20.05
10.05.2018	H6	19.95
10.05.2018	H7	22.70
10.05.2018	H8	29.88
10.05.2018	H9	30.94
10.05.2018	H10	36.70
10.05.2018	H11	36.13
10.05.2018	H12	41.29
10.05.2018	H13	41.50
10.05.2018	H14	42.91
10.05.2018	H15	39.79
10.05.2018	H16	37.06
10.05.2018	H17	36.13
10.05.2018	H18	21.05
10.05.2018	H19	23.97
10.05.2018	H20	37.62
10.05.2018	H21	51.05
10.05.2018	H22	38.19
10.05.2018	H23	28.94
10.05.2018	H24	24.95
11.05.2018	H1	27.71
11.05.2018	H2	25.70
11.05.2018	H3	24.50
11.05.2018	H4	24.00
11.05.2018	H5	26.08
11.05.2018	H6	29.84
11.05.2018	H7	39.00
11.05.2018	H8	47.00
11.05.2018	H9	48.56
11.05.2018	H10	46.40
11.05.2018	H11	43.81
11.05.2018	H12	42.88
11.05.2018	H13	42.50
11.05.2018	H14	40.70
11.05.2018	H15	39.04
11.05.2018	H16	40.00
11.05.2018	H17	41.00
11.05.2018	H18	44.80
11.05.2018	H19	50.39
11.05.2018	H20	52.91
11.05.2018	H21	62.00
11.05.2018	H22	49.52
11.05.2018	H23	45.65
11.05.2018	H24	38.32
12.05.2018	H1	37.38
12.05.2018	H2	33.00
12.05.2018	H3	29.65
12.05.2018	H4	28.00
12.05.2018	H5	27.91
12.05.2018	H6	28.08
12.05.2018	H7	32.72
12.05.2018	H8	39.94
12.05.2018	H9	45.96
12.05.2018	H10	46.50
12.05.2018	H11	46.77
12.05.2018	H12	44.40
12.05.2018	H13	43.00
12.05.2018	H14	38.49
12.05.2018	H15	39.01
12.05.2018	H16	42.07
12.05.2018	H17	38.93
12.05.2018	H18	38.10
12.05.2018	H19	39.87
12.05.2018	H20	40.34
12.05.2018	H21	64.44
12.05.2018	H22	51.51
12.05.2018	H23	34.27
12.05.2018	H24	27.00
13.05.2018	H1	21.20
13.05.2018	H2	17.00
13.05.2018	H3	15.78
13.05.2018	H4	14.77
13.05.2018	H5	13.90
13.05.2018	H6	11.52
13.05.2018	H7	12.86
13.05.2018	H8	16.36
13.05.2018	H9	21.79
13.05.2018	H10	23.68
13.05.2018	H11	24.04
13.05.2018	H12	28.05
13.05.2018	H13	33.04
13.05.2018	H14	28.00
13.05.2018	H15	28.05
13.05.2018	H16	34.74
13.05.2018	H17	36.25
13.05.2018	H18	36.25
13.05.2018	H19	35.00
13.05.2018	H20	44.21
13.05.2018	H21	56.06
13.05.2018	H22	47.25
13.05.2018	H23	29.94
13.05.2018	H24	21.25
14.05.2018	H1	23.05
14.05.2018	H2	20.11
14.05.2018	H3	18.78
14.05.2018	H4	17.35
14.05.2018	H5	18.90
14.05.2018	H6	25.00
14.05.2018	H7	40.10
