Date	Hour	Price
03.10.2018	H12	81.21
03.10.2018	H13	76.51
03.10.2018	H14	69.83
03.10.2018	H15	60.19
03.10.2018	H16	57.04
03.10.2018	H17	55.30
03.10.2018	H18	70.04
03.10.2018	H19	87.55
03.10.2018	H20	104.95
03.10.2018	H21	87.31
03.10.2018	H22	61.96
03.10.2018	H23	60.52
03.10.2018	H24	53.05
04.10.2018	H1	53.00
04.10.2018	H2	50.00
04.10.2018	H3	46.80
04.10.2018	H4	47.00
04.10.2018	H5	46.60
04.10.2018	H6	53.93
04.10.2018	H7	73.91
04.10.2018	H8	84.66
04.10.2018	H9	88.01
04.10.2018	H10	81.54
04.10.2018	H11	78.05
04.10.2018	H12	74.94
04.10.2018	H13	74.03
04.10.2018	H14	66.43
04.10.2018	H15	65.03
04.10.2018	H16	66.84
04.10.2018	H17	75.06
04.10.2018	H18	80.32
04.10.2018	H19	91.06
04.10.2018	H20	107.09
04.10.2018	H21	93.20
04.10.2018	H22	78.90
04.10.2018	H23	67.86
04.10.2018	H24	59.47
05.10.2018	H1	56.98
05.10.2018	H2	50.48
05.10.2018	H3	47.00
05.10.2018	H4	46.00
05.10.2018	H5	47.90
05.10.2018	H6	60.09
05.10.2018	H7	78.06
05.10.2018	H8	82.76
05.10.2018	H9	91.11
05.10.2018	H10	82.99
05.10.2018	H11	79.09
05.10.2018	H12	78.01
05.10.2018	H13	76.88
05.10.2018	H14	72.01
05.10.2018	H15	70.08
05.10.2018	H16	73.40
05.10.2018	H17	78.25
05.10.2018	H18	77.07
05.10.2018	H19	83.75
05.10.2018	H20	106.10
05.10.2018	H21	82.91
05.10.2018	H22	68.97
05.10.2018	H23	63.82
05.10.2018	H24	58.79
06.10.2018	H1	55.45
06.10.2018	H2	50.01
06.10.2018	H3	47.99
06.10.2018	H4	47.49
06.10.2018	H5	48.01
06.10.2018	H6	50.95
06.10.2018	H7	58.00
06.10.2018	H8	65.48
06.10.2018	H9	72.06
06.10.2018	H10	74.18
06.10.2018	H11	69.91
06.10.2018	H12	67.91
06.10.2018	H13	50.45
06.10.2018	H14	49.70
06.10.2018	H15	48.01
06.10.2018	H16	51.42
06.10.2018	H17	57.00
06.10.2018	H18	65.55
06.10.2018	H19	74.99
06.10.2018	H20	83.04
06.10.2018	H21	75.76
06.10.2018	H22	61.81
06.10.2018	H23	54.80
06.10.2018	H24	49.33
07.10.2018	H1	45.77
07.10.2018	H2	41.73
07.10.2018	H3	38.43
07.10.2018	H4	37.00
07.10.2018	H5	35.10
07.10.2018	H6	33.80
07.10.2018	H7	37.40
07.10.2018	H8	43.92
07.10.2018	H9	50.45
07.10.2018	H10	53.22
07.10.2018	H11	54.97
07.10.2018	H12	57.64
07.10.2018	H13	55.63
07.10.2018	H14	51.05
07.10.2018	H15	48.65
07.10.2018	H16	48.93
07.10.2018	H17	52.78
07.10.2018	H18	64.80
07.10.2018	H19	76.59
07.10.2018	H20	95.97
07.10.2018	H21	82.48
07.10.2018	H22	73.92
07.10.2018	H23	69.13
07.10.2018	H24	58.56
08.10.2018	H1	57.80
08.10.2018	H2	52.69
08.10.2018	H3	47.00
08.10.2018	H4	43.30
08.10.2018	H5	45.60
08.10.2018	H6	59.93
08.10.2018	H7	73.13
08.10.2018	H8	89.09
08.10.2018	H9	88.97
08.10.2018	H10	84.93
08.10.2018	H11	77.93
08.10.2018	H12	76.90
08.10.2018	H13	76.06
08.10.2018	H14	71.96
08.10.2018	H15	71.98
08.10.2018	H16	76.08
08.10.2018	H17	78.75
08.10.2018	H18	84.26
08.10.2018	H19	92.86
08.10.2018	H20	107.29
08.10.2018	H21	94.07
08.10.2018	H22	79.86
08.10.2018	H23	70.94
08.10.2018	H24	64.08
09.10.2018	H1	59.93
09.10.2018	H2	54.83
09.10.2018	H3	52.93
09.10.2018	H4	51.00
09.10.2018	H5	51.94
09.10.2018	H6	57.21
09.10.2018	H7	72.60
09.10.2018	H8	84.50
09.10.2018	H9	86.69
09.10.2018	H10	83.02
09.10.2018	H11	77.38
09.10.2018	H12	75.02
09.10.2018	H13	72.00
09.10.2018	H14	70.44
09.10.2018	H15	70.79
09.10.2018	H16	73.90
09.10.2018	H17	76.97
09.10.2018	H18	79.98
09.10.2018	H19	90.81
09.10.2018	H20	109.95
09.10.2018	H21	87.70
09.10.2018	H22	77.00
09.10.2018	H23	67.53
09.10.2018	H24	60.01
10.10.2018	H1	59.90
10.10.2018	H2	56.83
10.10.2018	H3	55.23
10.10.2018	H4	53.97
10.10.2018	H5	55.00
10.10.2018	H6	61.27
10.10.2018	H7	76.50
10.10.2018	H8	90.00
10.10.2018	H9	90.88
10.10.2018	H10	84.30
10.10.2018	H11	78.52
10.10.2018	H12	77.71
10.10.2018	H13	76.65
10.10.2018	H14	76.05
10.10.2018	H15	78.00
10.10.2018	H16	77.92
10.10.2018	H17	78.37
10.10.2018	H18	81.95
10.10.2018	H19	91.06
10.10.2018	H20	107.13
10.10.2018	H21	85.71
10.10.2018	H22	64.18
10.10.2018	H23	57.88
10.10.2018	H24	54.93
11.10.2018	H1	55.02
11.10.2018	H2	49.95
11.10.2018	H3	45.41
11.10.2018	H4	41.09
11.10.2018	H5	45.98
11.10.2018	H6	55.09
11.10.2018	H7	67.94
11.10.2018	H8	80.79
11.10.2018	H9	81.19
11.10.2018	H10	78.38
11.10.2018	H11	75.97
11.10.2018	H12	75.67
11.10.2018	H13	73.81
11.10.2018	H14	72.39
11.10.2018	H15	71.91
11.10.2018	H16	73.93
11.10.2018	H17	75.92
11.10.2018	H18	75.92
11.10.2018	H19	80.66
11.10.2018	H20	87.65
11.10.2018	H21	76.90
11.10.2018	H22	65.90
11.10.2018	H23	65.27
11.10.2018	H24	56.94
12.10.2018	H1	51.88
12.10.2018	H2	49.47
12.10.2018	H3	45.84
12.10.2018	H4	44.24
12.10.2018	H5	45.44
12.10.2018	H6	53.94
12.10.2018	H7	67.23
12.10.2018	H8	77.20
12.10.2018	H9	77.99
12.10.2018	H10	74.12
12.10.2018	H11	72.01
12.10.2018	H12	72.72
12.10.2018	H13	70.81
12.10.2018	H14	69.09
12.10.2018	H15	68.68
12.10.2018	H16	70.27
12.10.2018	H17	71.83
12.10.2018	H18	71.79
12.10.2018	H19	77.71
12.10.2018	H20	84.84
12.10.2018	H21	72.80
12.10.2018	H22	63.08
12.10.2018	H23	61.97
12.10.2018	H24	56.39
13.10.2018	H1	48.54
13.10.2018	H2	43.10
13.10.2018	H3	42.00
13.10.2018	H4	42.00
13.10.2018	H5	42.50
13.10.2018	H6	42.55
13.10.2018	H7	47.06
13.10.2018	H8	54.48
13.10.2018	H9	57.59
13.10.2018	H10	59.78
13.10.2018	H11	57.91
13.10.2018	H12	55.92
13.10.2018	H13	59.24
13.10.2018	H14	55.88
13.10.2018	H15	53.44
13.10.2018	H16	53.91
13.10.2018	H17	56.61
13.10.2018	H18	57.24
13.10.2018	H19	71.51
13.10.2018	H20	77.42
13.10.2018	H21	65.98
13.10.2018	H22	52.93
13.10.2018	H23	48.06
13.10.2018	H24	40.92
14.10.2018	H1	40.79
14.10.2018	H2	34.56
14.10.2018	H3	31.29
14.10.2018	H4	30.05
14.10.2018	H5	30.26
14.10.2018	H6	30.76
14.10.2018	H7	30.05
14.10.2018	H8	40.24
14.10.2018	H9	45.20
14.10.2018	H10	50.14
14.10.2018	H11	51.47
14.10.2018	H12	50.64
14.10.2018	H13	50.35
14.10.2018	H14	41.76
14.10.2018	H15	39.70
14.10.2018	H16	38.85
14.10.2018	H17	42.00
14.10.2018	H18	53.97
14.10.2018	H19	65.92
14.10.2018	H20	71.94
14.10.2018	H21	62.45
14.10.2018	H22	56.69
14.10.2018	H23	55.41
14.10.2018	H24	46.95
15.10.2018	H1	50.93
15.10.2018	H2	39.02
15.10.2018	H3	31.99
15.10.2018	H4	32.41
15.10.2018	H5	34.56
15.10.2018	H6	46.21
15.10.2018	H7	63.66
15.10.2018	H8	82.96
15.10.2018	H9	80.83
15.10.2018	H10	75.62
15.10.2018	H11	74.09
15.10.2018	H12	74.59
15.10.2018	H13	71.14
15.10.2018	H14	67.93
15.10.2018	H15	69.93
15.10.2018	H16	71.86
15.10.2018	H17	76.04
15.10.2018	H18	79.07
15.10.2018	H19	90.62
15.10.2018	H20	100.00
15.10.2018	H21	84.92
15.10.2018	H22	74.90
15.10.2018	H23	67.99
15.10.2018	H24	58.69
16.10.2018	H1	57.01
16.10.2018	H2	54.50
16.10.2018	H3	51.83
16.10.2018	H4	49.20
16.10.2018	H5	52.10
16.10.2018	H6	57.10
16.10.2018	H7	75.91
16.10.2018	H8	93.38
16.10.2018	H9	95.55
16.10.2018	H10	88.00
16.10.2018	H11	83.75
16.10.2018	H12	78.22
16.10.2018	H13	75.12
16.10.2018	H14	76.61
16.10.2018	H15	77.03
16.10.2018	H16	77.84
16.10.2018	H17	78.06
16.10.2018	H18	83.89
16.10.2018	H19	98.97
16.10.2018	H20	112.00
16.10.2018	H21	88.00
16.10.2018	H22	75.96
16.10.2018	H23	68.80
16.10.2018	H24	58.92
17.10.2018	H1	55.25
17.10.2018	H2	53.00
17.10.2018	H3	51.43
17.10.2018	H4	50.44
17.10.2018	H5	51.00
17.10.2018	H6	55.92
17.10.2018	H7	74.87
17.10.2018	H8	89.37
17.10.2018	H9	94.83
17.10.2018	H10	87.56
17.10.2018	H11	79.97
17.10.2018	H12	78.00
17.10.2018	H13	77.22
17.10.2018	H14	77.80
17.10.2018	H15	77.02
17.10.2018	H16	77.06
17.10.2018	H17	78.78
17.10.2018	H18	85.35
17.10.2018	H19	95.72
17.10.2018	H20	107.82
17.10.2018	H21	88.27
17.10.2018	H22	77.45
17.10.2018	H23	67.64
17.10.2018	H24	59.71
18.10.2018	H1	56.10
18.10.2018	H2	53.49
18.10.2018	H3	50.11
18.10.2018	H4	49.13
18.10.2018	H5	48.98
18.10.2018	H6	57.49
18.10.2018	H7	71.80
18.10.2018	H8	84.93
18.10.2018	H9	84.68
18.10.2018	H10	83.22
18.10.2018	H11	80.47
18.10.2018	H12	78.16
18.10.2018	H13	77.97
18.10.2018	H14	76.58
18.10.2018	H15	78.01
18.10.2018	H16	80.00
18.10.2018	H17	80.25
18.10.2018	H18	79.99
18.10.2018	H19	87.73
18.10.2018	H20	98.88
18.10.2018	H21	84.90
18.10.2018	H22	72.15
18.10.2018	H23	65.80
18.10.2018	H24	55.28
19.10.2018	H1	55.36
19.10.2018	H2	52.63
19.10.2018	H3	50.09
19.10.2018	H4	49.10
19.10.2018	H5	50.46
19.10.2018	H6	57.60
19.10.2018	H7	73.91
19.10.2018	H8	87.77
19.10.2018	H9	90.30
19.10.2018	H10	88.80
19.10.2018	H11	82.10
19.10.2018	H12	80.49
19.10.2018	H13	78.01
19.10.2018	H14	77.51
19.10.2018	H15	77.95
19.10.2018	H16	77.02
19.10.2018	H17	78.03
19.10.2018	H18	83.28
19.10.2018	H19	90.66
19.10.2018	H20	96.43
19.10.2018	H21	80.91
19.10.2018	H22	71.12
19.10.2018	H23	66.80
19.10.2018	H24	58.06
20.10.2018	H1	59.66
20.10.2018	H2	53.30
20.10.2018	H3	50.15
20.10.2018	H4	49.20
20.10.2018	H5	48.73
20.10.2018	H6	49.50
20.10.2018	H7	54.75
20.10.2018	H8	63.94
20.10.2018	H9	71.00
20.10.2018	H10	74.73
20.10.2018	H11	76.86
20.10.2018	H12	71.94
20.10.2018	H13	68.25
20.10.2018	H14	63.61
20.10.2018	H15	55.71
20.10.2018	H16	55.54
20.10.2018	H17	65.86
20.10.2018	H18	71.50
20.10.2018	H19	89.90
20.10.2018	H20	95.13
20.10.2018	H21	81.02
20.10.2018	H22	62.02
20.10.2018	H23	56.01
20.10.2018	H24	49.15
21.10.2018	H1	50.96
21.10.2018	H2	46.28
21.10.2018	H3	44.16
21.10.2018	H4	42.48
21.10.2018	H5	42.82
21.10.2018	H6	44.44
21.10.2018	H7	45.95
21.10.2018	H8	52.12
21.10.2018	H9	56.44
21.10.2018	H10	65.94
21.10.2018	H11	67.10
21.10.2018	H12	69.86
21.10.2018	H13	67.10
21.10.2018	H14	60.01
21.10.2018	H15	56.65
21.10.2018	H16	53.95
21.10.2018	H17	61.28
21.10.2018	H18	70.08
21.10.2018	H19	75.93
21.10.2018	H20	80.88
21.10.2018	H21	72.70
21.10.2018	H22	62.76
21.10.2018	H23	56.95
21.10.2018	H24	50.99
22.10.2018	H1	50.01
22.10.2018	H2	42.72
22.10.2018	H3	41.26
22.10.2018	H4	41.00
22.10.2018	H5	41.99
22.10.2018	H6	47.40
22.10.2018	H7	62.84
22.10.2018	H8	78.35
22.10.2018	H9	76.36
22.10.2018	H10	75.93
22.10.2018	H11	77.42
22.10.2018	H12	77.01
22.10.2018	H13	75.93
22.10.2018	H14	76.25
22.10.2018	H15	78.01
22.10.2018	H16	80.35
22.10.2018	H17	83.93
22.10.2018	H18	88.80
22.10.2018	H19	86.99
22.10.2018	H20	93.90
22.10.2018	H21	84.97
22.10.2018	H22	74.06
22.10.2018	H23	73.04
22.10.2018	H24	55.96
23.10.2018	H1	49.96
23.10.2018	H2	45.20
23.10.2018	H3	39.31
23.10.2018	H4	37.94
23.10.2018	H5	39.82
23.10.2018	H6	47.20
23.10.2018	H7	60.99
23.10.2018	H8	80.46
23.10.2018	H9	79.43
23.10.2018	H10	76.01
23.10.2018	H11	74.14
23.10.2018	H12	74.02
23.10.2018	H13	74.44
23.10.2018	H14	72.03
23.10.2018	H15	70.00
23.10.2018	H16	67.98
23.10.2018	H17	66.06
23.10.2018	H18	70.58
23.10.2018	H19	86.33
23.10.2018	H20	73.30
23.10.2018	H21	57.00
23.10.2018	H22	51.40
23.10.2018	H23	38.52
23.10.2018	H24	28.71
24.10.2018	H1	35.09
24.10.2018	H2	24.85
24.10.2018	H3	17.00
24.10.2018	H4	15.97
24.10.2018	H5	25.22
24.10.2018	H6	40.92
24.10.2018	H7	58.02
24.10.2018	H8	69.18
24.10.2018	H9	68.26
24.10.2018	H10	66.53
24.10.2018	H11	74.89
24.10.2018	H12	78.07
24.10.2018	H13	76.33
24.10.2018	H14	76.07
24.10.2018	H15	74.97
24.10.2018	H16	74.80
24.10.2018	H17	76.24
24.10.2018	H18	66.72
24.10.2018	H19	79.89
24.10.2018	H20	83.30
24.10.2018	H21	78.27
24.10.2018	H22	70.48
24.10.2018	H23	58.23
24.10.2018	H24	50.50
25.10.2018	H1	46.90
25.10.2018	H2	44.66
25.10.2018	H3	35.18
25.10.2018	H4	32.31
25.10.2018	H5	34.95
25.10.2018	H6	50.92
25.10.2018	H7	68.69
25.10.2018	H8	77.87
25.10.2018	H9	76.98
25.10.2018	H10	77.35
25.10.2018	H11	71.90
25.10.2018	H12	73.60
25.10.2018	H13	71.19
25.10.2018	H14	68.15
25.10.2018	H15	66.56
25.10.2018	H16	65.99
25.10.2018	H17	69.42
25.10.2018	H18	73.88
25.10.2018	H19	91.10
25.10.2018	H20	96.42
25.10.2018	H21	78.52
25.10.2018	H22	69.80
25.10.2018	H23	74.02
25.10.2018	H24	57.92
26.10.2018	H1	53.18
26.10.2018	H2	50.53
26.10.2018	H3	48.36
26.10.2018	H4	47.35
26.10.2018	H5	48.01
26.10.2018	H6	53.70
26.10.2018	H7	73.37
26.10.2018	H8	80.73
26.10.2018	H9	86.07
26.10.2018	H10	86.73
26.10.2018	H11	85.86
26.10.2018	H12	83.43
26.10.2018	H13	78.10
26.10.2018	H14	78.07
26.10.2018	H15	78.01
26.10.2018	H16	78.09
26.10.2018	H17	81.55
26.10.2018	H18	81.99
26.10.2018	H19	91.63
26.10.2018	H20	95.96
26.10.2018	H21	85.98
26.10.2018	H22	65.25
26.10.2018	H23	73.07
26.10.2018	H24	65.46
27.10.2018	H1	46.30
27.10.2018	H2	41.40
27.10.2018	H3	39.04
27.10.2018	H4	37.99
27.10.2018	H5	40.43
27.10.2018	H6	43.26
27.10.2018	H7	54.43
27.10.2018	H8	60.12
27.10.2018	H9	67.15
27.10.2018	H10	68.28
27.10.2018	H11	67.97
27.10.2018	H12	66.82
27.10.2018	H13	62.00
27.10.2018	H14	55.54
27.10.2018	H15	53.06
27.10.2018	H16	55.06
27.10.2018	H17	59.92
27.10.2018	H18	69.28
27.10.2018	H19	79.94
27.10.2018	H20	78.84
27.10.2018	H21	68.00
27.10.2018	H22	60.11
27.10.2018	H23	57.80
27.10.2018	H24	50.83
28.10.2018	H1	39.03
28.10.2018	H2	32.87
28.10.2018	H3	31.44
28.10.2018	H4	30.50
28.10.2018	H5	30.93
28.10.2018	H6	31.01
28.10.2018	H7	31.01
28.10.2018	H8	37.39
28.10.2018	H9	44.56
28.10.2018	H10	50.50
28.10.2018	H11	54.62
28.10.2018	H12	55.25
28.10.2018	H13	50.63
28.10.2018	H14	48.18
28.10.2018	H15	45.92
28.10.2018	H16	45.99
28.10.2018	H17	53.60
28.10.2018	H18	57.56
28.10.2018	H19	59.53
28.10.2018	H20	56.00
28.10.2018	H21	51.00
28.10.2018	H22	41.39
28.10.2018	H23	34.60
28.10.2018	H24	27.00
29.10.2018	H1	34.00
29.10.2018	H2	31.06
29.10.2018	H3	26.97
29.10.2018	H4	27.78
29.10.2018	H5	32.00
29.10.2018	H6	41.60
29.10.2018	H7	54.29
29.10.2018	H8	68.77
29.10.2018	H9	69.96
29.10.2018	H10	64.70
29.10.2018	H11	62.98
29.10.2018	H12	65.44
29.10.2018	H13	62.91
29.10.2018	H14	62.12
29.10.2018	H15	62.64
29.10.2018	H16	62.95
29.10.2018	H17	75.01
29.10.2018	H18	88.00
29.10.2018	H19	82.15
29.10.2018	H20	75.01
29.10.2018	H21	59.15
29.10.2018	H22	52.08
29.10.2018	H23	44.92
29.10.2018	H24	36.47
30.10.2018	H1	23.85
30.10.2018	H2	20.00
30.10.2018	H3	19.64
30.10.2018	H4	19.41
30.10.2018	H5	21.90
30.10.2018	H6	29.76
30.10.2018	H7	41.39
30.10.2018	H8	50.65
30.10.2018	H9	58.01
30.10.2018	H10	55.25
30.10.2018	H11	52.54
30.10.2018	H12	58.19
30.10.2018	H13	55.05
30.10.2018	H14	53.93
30.10.2018	H15	51.17
30.10.2018	H16	53.94
30.10.2018	H17	75.01
30.10.2018	H18	83.76
30.10.2018	H19	68.09
30.10.2018	H20	61.99
30.10.2018	H21	75.08
30.10.2018	H22	49.43
30.10.2018	H23	42.78
30.10.2018	H24	30.38
31.10.2018	H1	33.74
31.10.2018	H2	27.04
31.10.2018	H3	23.21
31.10.2018	H4	23.63
31.10.2018	H5	32.60
31.10.2018	H6	53.43
31.10.2018	H7	79.96
31.10.2018	H8	91.96
31.10.2018	H9	88.12
31.10.2018	H10	87.71
31.10.2018	H11	85.09
31.10.2018	H12	75.74
31.10.2018	H13	69.96
31.10.2018	H14	65.00
31.10.2018	H15	69.83
31.10.2018	H16	75.06
31.10.2018	H17	85.26
31.10.2018	H18	90.03
31.10.2018	H19	95.92
31.10.2018	H20	88.85
31.10.2018	H21	82.48
31.10.2018	H22	60.01
31.10.2018	H23	56.60
31.10.2018	H24	42.70
01.11.2018	H1	41.36
01.11.2018	H2	37.66
01.11.2018	H3	36.50
01.11.2018	H4	34.50
01.11.2018	H5	36.50
01.11.2018	H6	41.03
01.11.2018	H7	46.04
01.11.2018	H8	50.32
01.11.2018	H9	49.50
01.11.2018	H10	49.47
01.11.2018	H11	50.91
01.11.2018	H12	50.97
01.11.2018	H13	49.74
01.11.2018	H14	50.98
01.11.2018	H15	51.70
01.11.2018	H16	54.18
01.11.2018	H17	57.98
01.11.2018	H18	65.99
01.11.2018	H19	67.29
01.11.2018	H20	65.96
01.11.2018	H21	60.00
01.11.2018	H22	53.47
01.11.2018	H23	49.25
01.11.2018	H24	39.42
02.11.2018	H1	39.00
02.11.2018	H2	33.58
02.11.2018	H3	31.05
02.11.2018	H4	30.93
02.11.2018	H5	33.01
02.11.2018	H6	40.31
02.11.2018	H7	48.90
02.11.2018	H8	60.08
02.11.2018	H9	61.07
02.11.2018	H10	58.93
02.11.2018	H11	57.16
02.11.2018	H12	55.07
02.11.2018	H13	55.59
02.11.2018	H14	56.00
02.11.2018	H15	57.26
02.11.2018	H16	62.55
02.11.2018	H17	65.99
02.11.2018	H18	75.05
02.11.2018	H19	75.98
02.11.2018	H20	70.98
02.11.2018	H21	66.11
02.11.2018	H22	56.97
02.11.2018	H23	55.00
02.11.2018	H24	49.01
03.11.2018	H1	53.13
03.11.2018	H2	49.00
03.11.2018	H3	47.00
03.11.2018	H4	45.92
03.11.2018	H5	46.59
03.11.2018	H6	48.50
03.11.2018	H7	52.27
03.11.2018	H8	61.99
03.11.2018	H9	63.14
03.11.2018	H10	65.28
03.11.2018	H11	63.99
03.11.2018	H12	63.59
03.11.2018	H13	63.04
03.11.2018	H14	61.01
03.11.2018	H15	57.71
03.11.2018	H16	62.84
03.11.2018	H17	77.94
03.11.2018	H18	83.90
03.11.2018	H19	86.39
03.11.2018	H20	87.25
03.11.2018	H21	78.06
03.11.2018	H22	60.82
03.11.2018	H23	52.78
03.11.2018	H24	46.76
04.11.2018	H1	45.89
04.11.2018	H2	41.18
04.11.2018	H3	38.81
04.11.2018	H4	38.09
04.11.2018	H5	38.81
04.11.2018	H6	38.92
04.11.2018	H7	39.77
04.11.2018	H8	43.38
04.11.2018	H9	47.03
04.11.2018	H10	47.90
04.11.2018	H11	48.39
04.11.2018	H12	48.86
04.11.2018	H13	46.80
04.11.2018	H14	45.52
04.11.2018	H15	45.55
04.11.2018	H16	47.03
04.11.2018	H17	55.78
04.11.2018	H18	64.91
04.11.2018	H19	66.85
04.11.2018	H20	63.06
04.11.2018	H21	58.79
04.11.2018	H22	50.96
04.11.2018	H23	48.45
04.11.2018	H24	41.18
05.11.2018	H1	39.00
05.11.2018	H2	32.92
05.11.2018	H3	34.97
05.11.2018	H4	34.75
05.11.2018	H5	34.97
05.11.2018	H6	42.79
05.11.2018	H7	58.09
05.11.2018	H8	71.19
05.11.2018	H9	74.02
05.11.2018	H10	69.31
05.11.2018	H11	65.97
05.11.2018	H12	62.79
05.11.2018	H13	60.11
05.11.2018	H14	61.60
05.11.2018	H15	63.93
05.11.2018	H16	66.10
05.11.2018	H17	69.64
05.11.2018	H18	77.64
05.11.2018	H19	76.75
05.11.2018	H20	70.00
05.11.2018	H21	61.28
05.11.2018	H22	54.00
05.11.2018	H23	50.62
05.11.2018	H24	46.26
06.11.2018	H1	44.28
06.11.2018	H2	42.92
06.11.2018	H3	41.94
06.11.2018	H4	41.41
06.11.2018	H5	42.50
06.11.2018	H6	45.98
06.11.2018	H7	56.13
06.11.2018	H8	68.84
06.11.2018	H9	67.99
06.11.2018	H10	63.97
06.11.2018	H11	60.92
06.11.2018	H12	59.50
06.11.2018	H13	57.50
06.11.2018	H14	59.92
06.11.2018	H15	62.01
06.11.2018	H16	66.48
06.11.2018	H17	70.00
06.11.2018	H18	74.00
06.11.2018	H19	72.78
06.11.2018	H20	67.97
06.11.2018	H21	60.99
06.11.2018	H22	53.38
06.11.2018	H23	47.78
06.11.2018	H24	43.55
07.11.2018	H1	45.02
07.11.2018	H2	42.92
07.11.2018	H3	41.71
07.11.2018	H4	40.09
07.11.2018	H5	41.45
07.11.2018	H6	45.07
07.11.2018	H7	53.74
07.11.2018	H8	65.93
07.11.2018	H9	66.14
07.11.2018	H10	64.01
07.11.2018	H11	62.50
07.11.2018	H12	60.97
07.11.2018	H13	59.10
07.11.2018	H14	59.42
07.11.2018	H15	61.61
07.11.2018	H16	63.64
07.11.2018	H17	68.77
07.11.2018	H18	73.89
07.11.2018	H19	73.97
07.11.2018	H20	69.09
07.11.2018	H21	63.13
07.11.2018	H22	54.12
07.11.2018	H23	50.66
07.11.2018	H24	45.22
08.11.2018	H1	46.04
08.11.2018	H2	44.49
08.11.2018	H3	42.88
08.11.2018	H4	43.00
08.11.2018	H5	43.80
08.11.2018	H6	47.50
08.11.2018	H7	58.45
08.11.2018	H8	68.94
08.11.2018	H9	71.74
08.11.2018	H10	70.60
08.11.2018	H11	70.00
08.11.2018	H12	70.50
08.11.2018	H13	69.90
08.11.2018	H14	70.22
08.11.2018	H15	71.47
08.11.2018	H16	73.68
08.11.2018	H17	76.11
08.11.2018	H18	85.50
08.11.2018	H19	84.87
08.11.2018	H20	78.50
08.11.2018	H21	72.12
08.11.2018	H22	62.94
08.11.2018	H23	59.22
08.11.2018	H24	52.47
09.11.2018	H1	51.01
09.11.2018	H2	48.51
09.11.2018	H3	46.46
09.11.2018	H4	45.65
09.11.2018	H5	46.44
09.11.2018	H6	50.40
09.11.2018	H7	59.11
09.11.2018	H8	69.97
09.11.2018	H9	72.30
09.11.2018	H10	70.86
09.11.2018	H11	68.04
09.11.2018	H12	67.39
09.11.2018	H13	64.70
09.11.2018	H14	63.07
09.11.2018	H15	64.12
09.11.2018	H16	65.63
09.11.2018	H17	71.20
09.11.2018	H18	78.43
09.11.2018	H19	71.37
09.11.2018	H20	66.12
09.11.2018	H21	66.64
09.11.2018	H22	55.30
09.11.2018	H23	52.32
09.11.2018	H24	45.05
10.11.2018	H1	47.63
10.11.2018	H2	44.01
10.11.2018	H3	39.86
10.11.2018	H4	37.05
10.11.2018	H5	38.08
10.11.2018	H6	42.89
10.11.2018	H7	53.80
10.11.2018	H8	63.17
10.11.2018	H9	64.54
10.11.2018	H10	64.02
10.11.2018	H11	62.23
10.11.2018	H12	60.46
10.11.2018	H13	57.75
10.11.2018	H14	55.83
10.11.2018	H15	56.35
10.11.2018	H16	61.11
10.11.2018	H17	68.11
10.11.2018	H18	77.05
10.11.2018	H19	77.87
10.11.2018	H20	70.81
10.11.2018	H21	64.97
10.11.2018	H22	53.78
10.11.2018	H23	55.04
10.11.2018	H24	50.22
11.11.2018	H1	39.07
11.11.2018	H2	34.98
11.11.2018	H3	32.50
11.11.2018	H4	31.20
11.11.2018	H5	31.20
11.11.2018	H6	32.30
11.11.2018	H7	36.92
11.11.2018	H8	40.96
11.11.2018	H9	46.83
11.11.2018	H10	48.83
11.11.2018	H11	49.15
11.11.2018	H12	52.02
11.11.2018	H13	50.18
11.11.2018	H14	47.26
11.11.2018	H15	48.84
11.11.2018	H16	53.79
11.11.2018	H17	65.05
11.11.2018	H18	81.91
11.11.2018	H19	77.32
11.11.2018	H20	72.69
11.11.2018	H21	65.49
11.11.2018	H22	50.94
11.11.2018	H23	46.04
11.11.2018	H24	41.00
12.11.2018	H1	41.61
12.11.2018	H2	39.47
12.11.2018	H3	38.24
12.11.2018	H4	37.06
12.11.2018	H5	39.50
12.11.2018	H6	45.65
12.11.2018	H7	62.88
12.11.2018	H8	69.67
12.11.2018	H9	70.79
12.11.2018	H10	67.61
12.11.2018	H11	65.55
12.11.2018	H12	65.08
12.11.2018	H13	64.45
12.11.2018	H14	63.59
12.11.2018	H15	65.48
12.11.2018	H16	67.91
12.11.2018	H17	72.83
12.11.2018	H18	77.97
12.11.2018	H19	72.95
12.11.2018	H20	65.36
12.11.2018	H21	68.66
12.11.2018	H22	55.06
12.11.2018	H23	52.00
12.11.2018	H24	46.94
13.11.2018	H1	51.01
13.11.2018	H2	47.07
13.11.2018	H3	43.00
13.11.2018	H4	42.05
13.11.2018	H5	44.52
13.11.2018	H6	48.49
13.11.2018	H7	61.63
13.11.2018	H8	70.37
13.11.2018	H9	68.61
13.11.2018	H10	65.54
13.11.2018	H11	62.64
13.11.2018	H12	63.97
13.11.2018	H13	63.44
13.11.2018	H14	63.61
13.11.2018	H15	65.51
13.11.2018	H16	71.65
13.11.2018	H17	74.06
13.11.2018	H18	84.02
13.11.2018	H19	71.69
13.11.2018	H20	66.06
13.11.2018	H21	74.13
13.11.2018	H22	57.62
13.11.2018	H23	55.09
13.11.2018	H24	48.43
14.11.2018	H1	53.07
14.11.2018	H2	46.94
